SAE,AAVE
"Pho craving, Mekong Delta closed Mondays, so I made a faux pho with ramen noodles (all Eddie's has). It's notDelta, but I'm pleasantly surprised
","Pho craving, Mekong Delta closed Mondays so I made faux pho w/ ramen noodles (all eddies has). It's notDelta, but i'm pleasantly surprised.
"
"Oh I don't know, maybe they are are. But they are usually closed Mondays, which is when I usually want pho.
","oh i dunnno, maybe they are. But they are usually closed mondays, which iswhen I usually want pho
"
"I just had a great conversation with Old Baltimore about how he used toget drinks at The Stafford
","Just had a great conversation with old baltimore about how he used toget drinks at the Stafford.
"
"There should be an \""En Fuego\"" documentary. What was in that burrito thatmade it taste so good
","there should be an en fuego documentary. What was in that burrito thatmade it taste so good?
"
"With that being said, what do I want more? A nice body or nice hair? Because it's clear I can't have it all. That's funny.
","With that being said...what do i want more, a nice body or nice hair, cuz it's clear ican't have it all lol
"
"I might need to break out the creamy crack I've been trying sodesparately to stay away from
","I might need to break out the creamy crack i been trying soodesperately to stay away from
"
"I'm all for my friends and family leaving Chicago. All I ask is for them to make it a place I can visit.
","Im all for my ppl leaving Chicago. All I ask is make it aplace I can visit. .
"
"I just found out that my auntie is barbecuing and my fat ass just ate. I'm headed to go get a rib.
","Just found out that my auntie BBQ and my fat ass just ate. I'm headed togo get me a rib
"
"I think I'm going to make a trip up to Roosevelt...Just to see if anything changed.
","I think in going to make a trip up to Roosevelt... Justto see if anything changed
"
"I was a little crank. That's funny. I haven't been getting any sleeplately, but I'm straight now.
","I was a little cranky lol. I haven't been gettin any sleeplately but I'm str8 now
"
"He said he was going to call me back sohe can get on Instagra
","So he said he was going to call me back sohe can get on IG
"
"Did anyone hear the Momma Dee commercial on 107.5? Why did she say, \""Whenever I'm...In the state of Detroit\""
","Did anybody hear Momma Dee commercial on 107.5.???? Why did she say ""Whenever I'min the State of Detroit""
"
"I'm a full time worker and a full time student...do I really have timefor a boyfriend? Uh no.
","I'm a full time worker and a full time student.... Do I really have timefor a boyfriend.??? Uhhhhhh.... NO
"
"My cousin texted me yesterday and asked me when I was coming back to Florida. I told her soonbecause I need to get the fuck out.
","My cousin texted me yesterday and asked me when I was coming back to Florida. I told her sooncause I need to gtfo
"
"Reading through Neh 12 this morning with my friend, Joshua. He spit up while I was reading the names ofthe priests & Levites. Hmmm..
","Reading through Neh 12 this morning with my man, Joshua. He spit up while I was reading the names ofthe priests & Levites. Hmmm...
"
"Don't miss the kickoff of our new series The Red Letters! Nine and ten thirty this morningat Greater Gresham Baptist Church.
","Don""t miss the kickoff of our new series The Red Letters! 9 & 10:30 this morningat Greater Gresham Baptist Church
"
"the message \""I will give you rest\"" must have worked last night. I found a stress ball under a chair in the worship center this morning
","'s message ""I will give you rest"" must of worked last night - found stress ball under a chair inthe worship center this morning.
"
"Spire installed on New York's One World Trade Center brings it to 1,776 feet, tallest buildingin Western Hemisphere.\"" -- CN
","""Spire installed on New York's One World Trade Center brings it to 1,776 feet, tallest buildingin Western Hemisphere."" -- CNN
"
"If you ever have the time to message me back, because everyone says I sound like both of you when I rap. I just want to talk.
","if you everhave the time to message me back because everyone says I sound like the both of you when Irap just want to talk
"
"That moment when someone is trying to hit on you... and you tell them that you're a lesbian and theytry even harder? What the heck
","that moment wen sumone tryna talk to yhu ....nd yhu tell them yhu a lesbian nd theytry even harder! like wtf.!
"
"Brian, would you consider being in a long distance relationship if you were interested in that person.
","Brian would you consider being in a long distance relationship if youwere interested in that person
"
"I have been waiting on a new debit card all week! It seems like it goes slower when they know you have money to spend.
","I been waiting on a new debit card all week! Seem like it goes slower when they knowyou got money to spend
"
"Whenever people lose too much weight too quickly, people automatically think one of two things. They're either smoking or sick. It's funny.
","Whenever ppl lose too much weight too quick ppl automatically think one of two things. They'reeither smoking or sick lol
"
"It's going to be 93 degrees today! We just skipped spring and went straight to summer. Shaking my head.
","It's gon' be 93 degrees today! We just skipped Spring andwent straight to Summer smh
"
"I can't just eat pork like I used to. It's been toolong. I get the point.
","I can't just go eat pork like I used to. It's been toolong. I get the point
"
"It's about to storm. They're interrupting the tv shows. You all know my theory. I'm laughing. It must be serious.
","It's bout to storm. They interrupting the tv shows. Y'all know mytheory. Lol must be serious
"
"I understand now why people just order cheeze pizza. It's less work and probably safer. I'm laughing
","I see now why ppl just get cheese pizza. It's wayless work... and safer lol
"
"I can be a crazy bitch. I'll admit it. But I can alsobe the sweetest person ever.
","I can be a crazy bitch. I'll admit it. But I can alsobe the sweetest person, ever.
"
"My mind is at peace every night. That means something to many making unsatisfying commitments
","Mind at peace every nite, that means something to many with themost unsatisfying commitments to make.
"
"I just got done listening to that junk. I had that shut blasting inher little car.
","just got done listen to that junt . had that shit bumpin inher lil whip . .
"
"Sex: it's between two people that respectfully take advantage of each otherfor those couple of minutes.
","Sex: it's between the two people, respectfully take advantage of each otherfor those couple of minutes
"
"Nate is 5'8\"". Bron is 6'8\"". Of course Bron will hit him in the face. Nate's under him. The NBA is so fucking gay.
","Nate is 5'8. Bron is 6'8 of course he will hit him in the face. He's under him. TheNBA is so fucking gay.
"
"One thing, I never was afraid to approach women. There are a lot of single bad chicks out here because niccas cannot speak. It's simple.
","One thing I never was, was afraid to approach women. It be a lot of single bad chicks out herecause niccas can't speak. Simple.
"
"Why does Mother's Day have to be the day after graduation. I can't shine for 48 hours. I'm laughing. Just kidding. I love my mom. I'm laughing my ass off, and being petty
","Why Mother's Day gotta be the day after Graduation I can't shine for 48 hours lol jk Ilove my mama"" lmaoo petty
"
