sentid,pairid,type,comparison,sentence
129,128,AAE,unexpected,"Ladies, the older you are in the ""game"" the more Bullshit urgonna have to sift thru...
"
129,129,SAE,expected,"I'm sick of going to this dealership when random lights go out. However I do lovea free truck wash.
"
130,129,AAE,unexpected,"Sick of going to this dealership for random lights going out...BUT I do lovea free truck wash. *bling*
"
130,130,SAE,expected,"Half of what you want is better than zero of what you want. But it's mean if vocalized.
"
131,130,AAE,unexpected,"1/2 of what you want > Zero of what you want.But its mean if vocalized
"
131,131,SAE,expected,"Bill collectors take fractions of debt on the dollar sometimes, and I don't expect you toagree about the RS, man.
"
132,131,AAE,unexpected,"Bill collectors take fractions of debt on the dollar sometimes...and I don't expect u 2agree about the RS ish...
"
132,132,SAE,expected,"Fucking where is it? So it's a store that will sell you fourfifths of Patron for $49.99.
"
133,132,AAE,unexpected,"Fucking WhERE?!!!! T So its a store that will sell U 4fifth of Patron for 49.99
"
133,133,SAE,expected,"Immediately go back to the hotel and hope you don't have too many jerks on your team that play the replay on their ipads.
"
134,133,AAE,unexpected,"immediately go back to hotel and hope u aint got TOO many jerks on ur team dat playthe replay on they ipads.
"
134,134,SAE,expected,"All the women who have sent off the shape  challenged women should be ashamed.of the world. Shame on you
"
135,134,AAE,unexpected,"Shame on ALL you women that has sent off the Shape Challenged womenof the world...shame on yall.
"
135,135,SAE,expected,"On the way to the gym to sweat the rest of this bug out. I can't beconducting workshops looking sick.
"
136,135,AAE,unexpected,"On way 2 gym to sweat the rest of this bug out...can't beconducting workshops looking all sick
"
136,136,SAE,expected,"We're not going for that family. My kid is going to get all the cool shit...because Daddy and Mommy work hard as shit for it.
"
137,136,AAE,unexpected,"we aint going for that fam. My kid gonna get ALL the cool shit...cuz Daddy and Mommy workshard as shit for it.
"
137,137,SAE,expected,"Yeah you know with Groupon they just give you that moneyback to get something else
"
138,137,AAE,unexpected,"yea u know with groupon they jus give u dat breadback to get sumthing else...
"
138,138,SAE,expected,"So the other business units are sending emails to IT while weare in conference because they are out. I'm shaking my head.
"
139,138,AAE,unexpected,"Sooo the other business units sending emails to IT while wein conference cuz they out...smh
"
139,139,SAE,expected,"Kelly is a fat ass heifer...and we lover it! Let her show her crotch...We are lovingher direction right now. Laugh out loud.
"
140,139,AAE,unexpected,"Kelly is a Fast ass Heffa...and we love it! Let her set dat poon out...We lovingher direction right now lol
"
140,140,SAE,expected,"It doesn't work when you work everyday while those that aren't working are sitting around eyingthings you've worked hard for
"
141,140,AAE,unexpected,"it doesn't work when u work everyday and dem bums sitting in ur hood watching YOURshit u worked hard for.
"
141,141,SAE,expected,"In three years do you have the ability to do the same thing you are doing now.If you do not you are wasting your time
"
142,141,AAE,unexpected,"Can you do what you doing right now...3 years from now?If not your wasting time.
"
142,142,SAE,expected,"I can actually believe the stat. I was wondering who tookthe time to take the poll.
"
143,142,AAE,unexpected,"I can actually beleive the stat...i was just wondering who tooktime to take the poll.
"
143,143,SAE,expected,"Every time I ask for a cup of water at a fast food restaurant, I always fill it up with soda.
"
144,143,AAE,unexpected,"Everytime I ask for a cup for water at a fastfood Joint...I alwaysfill it up with pop
"
144,144,SAE,expected,"I hate the little sign on my phone that says I' have a voicemail...I hate the red light on my workphone when I have a voicemail.
"
145,144,AAE,unexpected,"I hate the lil sign on my phone dat says I gotta Voice Mail...I hate the red lite on my workphone when I gotta Vmail.
"
145,145,SAE,expected,"I'm more of the service-at-a-soup-kitchen, paint-a-school type of community service kind ofguy. I'm not a role model.
"
146,145,AAE,unexpected,"I'm more of the service at a soup kitchen..Paint a School type of Community Service kindaguy...I'm not a role model.
"
146,146,SAE,expected,"I have been on auto pay forever. I got one percent inapr deduction because of it.
"
147,146,AAE,unexpected,"I been on auto pay since foreva! Got some 1percent inapr deduction cuz of it.
"
147,147,SAE,expected,"I couldn't do anything by laugh...she was dead serious and smiled in my face like \""yeahman, you see it\"". It was funny.
"
148,147,AAE,unexpected,"I couldn't do shit but laugh...she was dead serious and smiled in my face like ""yeanigga u see it"" lol
"
148,148,SAE,expected,"Then she is so gangster. She ends the conversation, looks at me for a little bit, and then opens up this bible pamphlet
"
149,148,AAE,unexpected,"Den she so gangsta...she ends convo looks at me for little bite denopens up this bible pamphlet!!!
"
149,149,SAE,expected,"I didn't speak about Lillard because I never mentioned him. I spoke about AD and Barnes Like I expected, Barnes isgoing to take it well.
"
150,149,AAE,unexpected,"I didnt speak on Lillard cuz i made no reference to him.i spoke on AD and Barnes.and Barnes like i expected isgonna be a good pro
"
150,150,SAE,expected,"I said AD won't beat ROY, and Barnes was going to be a good pro, and the game wasmore suited for the pros.
"
151,150,AAE,unexpected,"I said AD wont be ROY and Barnes was gonna be a Good Pro...and Game wasmore suited for the Pros
"
151,151,SAE,expected,"That's a recipe for disaster. A woman that won't shut up or sit down. When is that ever going to getwins? It's less extreme ways.
"
152,151,AAE,unexpected,"that's a recipe for disaster. A woman that won't shut up or sit down. When is that ever gonna getwins? Its less extreme ways.
"
152,152,SAE,expected,"We can agree to disagree, but I'm no advocate to any woman thinking it's ok to never shut up and have a seat.
"
153,152,AAE,unexpected,"we can agree 2 disagree. But I'm no advocate to any woman thinking its ok 2 neva shutup and have a seat...
"
153,153,SAE,expected,"I think every Married woman on my timeline is nodding their head...while thesingle ones are not catching it
"
154,153,AAE,unexpected,"I think every Married woman on my TL is nodding they heads...while thesingle ones aint catching it.
"
154,154,SAE,expected,"If everyone calmed down before making a decision a lot will be different...but to be fair a woman carrying on is as annoying as shit. Laugh out loud.
"
155,154,AAE,unexpected,"if everyone calmed down before making a decision a lot will be different...But to be fair a woman fussingis annoying as shit lol
"
155,155,SAE,expected,"Let DJ come home and tell me all he did was watch videos with a sub and everyonein class doesn't have books. Shit.
"
156,155,AAE,unexpected,"let DJ come home and tell me all he did was watch Videos with a Sub and every 1in class aint got books.sheeid
"
156,156,SAE,expected,"Sometimes, men approach some women who are not that cute because they hope she is super attentive and domesticand has an untouched good vagina.
"
157,156,AAE,unexpected,"Sometimes dudes holla at chicks dats not that cute cuz they hope she like super attentive and domesticand got untapped good poon.
"
157,157,SAE,expected,"Are you trying to say that getting a white woman will help you be great ifyou're a black man? Laugh out loud.
"
158,157,AAE,unexpected,"are u trying to say that getting a white woman will help u be great ifyour a black man? lol
"
158,158,SAE,expected,"How is that funny? Maybe interaction with you is more immediately satisfying than those causes...wearen't all that self righteous, brother.
"
159,158,AAE,unexpected,"how is that funny? Maybe interaction with you is more immediatly satisfying that those causes...weall aint self righteous bruh
"
159,159,SAE,expected,"It helps by showing you can be responsible for yourself and that'sthe first step before unity.
"
160,159,AAE,unexpected,"it helps by showin u can be responsible for SELF and thatsthe 1st step before unity.
"
160,160,SAE,expected,"And that's just one scenario...it's a mile more ...hence why the bases should be..Be a responsible person. Period.
"
161,160,AAE,unexpected,"and thats just one scenrio....its a mille more...hence why the bases shouldbe ...BE A RESPONSIBLE PERSON..Period
"
161,161,SAE,expected,"How do you understand an analogy, but yet not understand it at the same time? OK. Let me try this. You're not a dad. Do you think you can speakabout it to dad?
"
162,161,AAE,unexpected,"how do u understand an analogy and not at same time? Ok lemme try this...ur not a dad...do u think u can speakon it 2 a dad?
"
162,162,SAE,expected,"I was showing all types of baby thigh meat in high school. Now her future kidscan't be all fast. It's funny.
"
163,162,AAE,unexpected,"was showing all types of baby thigh meat in HS now her future kidscan't be alil fast lol
"
163,163,SAE,expected,"Ladies, if you ever used the line \""I'm too much woman for you anyway\"" to justifyany argument then you are a fat girl.
"
164,163,AAE,unexpected,"Ladies If u EVER used the line ""I'm 2 much woman for u anyway"" to justifyany argument...U a Fat Girl.
"
164,164,SAE,expected,"Attention is a hell of a drug though. And goofy people are raising the priceof it faster than gold.
"
165,164,AAE,unexpected,"Attn is a helleva drug tho...and goofy mogs is raising the priceof it faster than Gold.
"
165,165,SAE,expected,"I'm convinced that Jay-z's lack of desire, own finances and style and such made her overlook his camel-face. Women are less shallow.
"
166,165,AAE,unexpected,"I'm convinced dat Hova lack of thirst, own bread, style nshit made her look over his camelface. Chicks are less shallow...
"
166,166,SAE,expected,"Repeating the last three words of my questions back to medoes nothing you know, that's funny
"
167,166,AAE,unexpected,"repeating the last 3 words of my questions back to medoes nuthing ya know lol
"
167,167,SAE,expected,"It can pan out though, but that later-in-life leap of faith shit is not the right idea. Date aroundand you will be damaged goods by 34.
"
168,167,AAE,unexpected,"It can pan out tho...but dat later in life leap of faith shit is NOT the groove...fuck around andbe damaged goods by 34
"
168,168,SAE,expected,"No country for women leaving bread crumbs for the peole theyreally wanted to be with
"
169,168,AAE,unexpected,"no country for chicks leaving bread crumps for the ppl theyREALLY wanted to be with
"
169,169,SAE,expected,"Pho craving, Mekong Delta closed Mondays, so I made a faux pho with ramen noodles (all Eddie's has). It's notDelta, but I'm pleasantly surprised
"
170,169,AAE,unexpected,"Pho craving, Mekong Delta closed Mondays so I made faux pho w/ ramen noodles (all eddies has). It's notDelta, but i'm pleasantly surprised.
"
